W0918 20:25:25.920000 1128014 torch/distributed/run.py:851] 
W0918 20:25:25.920000 1128014 torch/distributed/run.py:851] *****************************************
W0918 20:25:25.920000 1128014 torch/distributed/run.py:851] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0918 20:25:25.920000 1128014 torch/distributed/run.py:851] *****************************************
logs/muonh_kmaxwell_warm100_plateauEnd200_peak0.03_fastEnd1750_floor0.006_slowlinear_exp0.6_steps3125_seed5.txt
step:0/3125 val_loss:10.99928 train_time:0.003s step_avg:nanms
step:1/3125 train_time:5.623s step_avg:5623.29ms
step:1028/3125 train_time:372.455s step_avg:362.31ms
step:1029/3125 train_time:372.828s step_avg:362.32ms
step:1030/3125 train_time:373.200s step_avg:362.33ms
step:1031/3125 train_time:373.560s step_avg:362.33ms
step:1032/3125 train_time:373.923s step_avg:362.33ms
step:1033/3125 train_time:374.283s step_avg:362.33ms
step:1034/3125 train_time:374.645s step_avg:362.33ms
step:1035/3125 train_time:375.009s step_avg:362.33ms
step:1036/3125 train_time:375.375s step_avg:362.33ms
step:1037/3125 train_time:375.734s step_avg:362.33ms
step:1038/3125 train_time:376.093s step_avg:362.32ms
step:1039/3125 train_time:376.453s step_avg:362.32ms
step:1040/3125 train_time:376.818s step_avg:362.32ms
step:1041/3125 train_time:377.182s step_avg:362.33ms
step:1042/3125 train_time:377.547s step_avg:362.33ms
step:1043/3125 train_time:377.907s step_avg:362.33ms
step:1044/3125 train_time:378.267s step_avg:362.32ms
step:1045/3125 train_time:378.628s step_avg:362.32ms
step:1046/3125 train_time:378.990s step_avg:362.32ms
step:1047/3125 train_time:379.350s step_avg:362.32ms
step:1048/3125 train_time:379.713s step_avg:362.32ms
step:1049/3125 train_time:380.079s step_avg:362.32ms
step:1050/3125 train_time:380.440s step_avg:362.32ms
step:1051/3125 train_time:380.798s step_avg:362.32ms
step:1052/3125 train_time:381.160s step_avg:362.32ms
step:1053/3125 train_time:381.527s step_avg:362.32ms
step:1054/3125 train_time:381.890s step_avg:362.32ms
step:1055/3125 train_time:382.253s step_avg:362.33ms
step:1056/3125 train_time:382.613s step_avg:362.32ms
step:1057/3125 train_time:382.975s step_avg:362.32ms
step:1058/3125 train_time:383.333s step_avg:362.32ms
step:1059/3125 train_time:383.693s step_avg:362.32ms
step:1060/3125 train_time:384.053s step_avg:362.31ms
step:1061/3125 train_time:384.412s step_avg:362.31ms
step:1062/3125 train_time:384.770s step_avg:362.31ms
step:1063/3125 train_time:385.129s step_avg:362.30ms
step:1064/3125 train_time:385.491s step_avg:362.30ms
step:1065/3125 train_time:385.853s step_avg:362.30ms
step:1066/3125 train_time:386.215s step_avg:362.30ms
step:1067/3125 train_time:386.575s step_avg:362.30ms
step:1068/3125 train_time:386.936s step_avg:362.30ms
step:1069/3125 train_time:387.293s step_avg:362.29ms
step:1070/3125 train_time:387.653s step_avg:362.29ms
step:1071/3125 train_time:388.016s step_avg:362.29ms
step:1072/3125 train_time:388.390s step_avg:362.30ms
step:1073/3125 train_time:388.761s step_avg:362.31ms
step:1074/3125 train_time:389.122s step_avg:362.31ms
step:1075/3125 train_time:389.483s step_avg:362.31ms
step:1076/3125 train_time:389.856s step_avg:362.32ms
step:1077/3125 train_time:390.216s step_avg:362.32ms
step:1078/3125 train_time:390.579s step_avg:362.32ms
step:1079/3125 train_time:390.938s step_avg:362.31ms
step:1080/3125 train_time:391.311s step_avg:362.32ms
step:1081/3125 train_time:391.669s step_avg:362.32ms
step:1082/3125 train_time:392.027s step_avg:362.32ms
step:1083/3125 train_time:392.386s step_avg:362.31ms
step:1084/3125 train_time:392.760s step_avg:362.32ms
step:1085/3125 train_time:393.131s step_avg:362.33ms
step:1086/3125 train_time:393.504s step_avg:362.34ms
step:1087/3125 train_time:393.875s step_avg:362.35ms
step:1088/3125 train_time:394.252s step_avg:362.36ms
step:1089/3125 train_time:394.612s step_avg:362.36ms
step:1090/3125 train_time:394.974s step_avg:362.36ms
step:1091/3125 train_time:395.335s step_avg:362.36ms
step:1092/3125 train_time:395.697s step_avg:362.36ms
step:1093/3125 train_time:396.057s step_avg:362.36ms
step:1094/3125 train_time:396.415s step_avg:362.35ms
step:1095/3125 train_time:396.774s step_avg:362.35ms
step:1096/3125 train_time:397.136s step_avg:362.35ms
step:1097/3125 train_time:397.496s step_avg:362.35ms
step:1098/3125 train_time:397.856s step_avg:362.35ms
step:1099/3125 train_time:398.216s step_avg:362.34ms
step:1100/3125 train_time:398.588s step_avg:362.35ms
step:1101/3125 train_time:398.948s step_avg:362.35ms
step:1102/3125 train_time:399.310s step_avg:362.35ms
step:1103/3125 train_time:399.668s step_avg:362.35ms
step:1104/3125 train_time:400.031s step_avg:362.35ms
step:1105/3125 train_time:400.405s step_avg:362.36ms
step:1106/3125 train_time:400.776s step_avg:362.37ms
step:1107/3125 train_time:401.147s step_avg:362.37ms
step:1108/3125 train_time:401.517s step_avg:362.38ms
step:1109/3125 train_time:401.890s step_avg:362.39ms
step:1110/3125 train_time:402.260s step_avg:362.40ms
step:1111/3125 train_time:402.632s step_avg:362.40ms
step:1112/3125 train_time:402.989s step_avg:362.40ms
step:1113/3125 train_time:403.350s step_avg:362.40ms
step:1114/3125 train_time:403.710s step_avg:362.40ms
step:1115/3125 train_time:404.072s step_avg:362.40ms
step:1116/3125 train_time:404.429s step_avg:362.39ms
step:1117/3125 train_time:404.789s step_avg:362.39ms
step:1118/3125 train_time:405.148s step_avg:362.39ms
step:1119/3125 train_time:405.512s step_avg:362.39ms
step:1120/3125 train_time:405.874s step_avg:362.39ms
step:1121/3125 train_time:406.232s step_avg:362.38ms
step:1122/3125 train_time:406.593s step_avg:362.38ms
step:1123/3125 train_time:406.953s step_avg:362.38ms
step:1124/3125 train_time:407.312s step_avg:362.38ms
step:1125/3125 train_time:407.670s step_avg:362.37ms
step:1125/3125 val_loss:3.64798 train_time:407.670s step_avg:362.89ms
step:1126/3125 train_time:408.038s step_avg:362.38ms
step:1127/3125 train_time:408.397s step_avg:362.38ms
step:1128/3125 train_time:408.759s step_avg:362.37ms
step:1129/3125 train_time:409.122s step_avg:362.38ms
step:1130/3125 train_time:409.482s step_avg:362.37ms
step:1131/3125 train_time:409.841s step_avg:362.37ms
step:1132/3125 train_time:410.203s step_avg:362.37ms
step:1133/3125 train_time:410.563s step_avg:362.37ms
step:1134/3125 train_time:410.933s step_avg:362.37ms
step:1135/3125 train_time:411.306s step_avg:362.38ms
step:1136/3125 train_time:411.666s step_avg:362.38ms
step:1137/3125 train_time:412.033s step_avg:362.39ms
step:1138/3125 train_time:412.393s step_avg:362.38ms
step:1139/3125 train_time:412.751s step_avg:362.38ms
step:1140/3125 train_time:413.124s step_avg:362.39ms
step:1141/3125 train_time:413.534s step_avg:362.43ms
step:1142/3125 train_time:413.906s step_avg:362.44ms
step:1143/3125 train_time:414.279s step_avg:362.45ms
step:1144/3125 train_time:414.649s step_avg:362.46ms
step:1145/3125 train_time:415.020s step_avg:362.46ms
step:1146/3125 train_time:415.392s step_avg:362.47ms
step:1147/3125 train_time:415.762s step_avg:362.48ms
step:1148/3125 train_time:416.134s step_avg:362.49ms
step:1149/3125 train_time:416.506s step_avg:362.49ms
step:1150/3125 train_time:416.866s step_avg:362.49ms
step:1151/3125 train_time:417.226s step_avg:362.49ms
step:1152/3125 train_time:417.586s step_avg:362.49ms
step:1153/3125 train_time:417.946s step_avg:362.49ms
step:1154/3125 train_time:418.319s step_avg:362.49ms
step:1155/3125 train_time:418.691s step_avg:362.50ms
step:1156/3125 train_time:419.070s step_avg:362.52ms
step:1157/3125 train_time:419.440s step_avg:362.52ms
step:1158/3125 train_time:419.812s step_avg:362.53ms
step:1159/3125 train_time:420.185s step_avg:362.54ms
step:1160/3125 train_time:420.556s step_avg:362.55ms
step:1161/3125 train_time:420.926s step_avg:362.56ms
step:1162/3125 train_time:421.298s step_avg:362.56ms
step:1163/3125 train_time:421.670s step_avg:362.57ms
step:1164/3125 train_time:422.035s step_avg:362.57ms
step:1165/3125 train_time:422.409s step_avg:362.58ms
step:1166/3125 train_time:422.770s step_avg:362.58ms
step:1167/3125 train_time:423.128s step_avg:362.58ms
step:1168/3125 train_time:423.489s step_avg:362.58ms
step:1169/3125 train_time:423.848s step_avg:362.57ms
step:1170/3125 train_time:424.206s step_avg:362.57ms
step:1171/3125 train_time:424.567s step_avg:362.57ms
step:1172/3125 train_time:424.926s step_avg:362.56ms
step:1173/3125 train_time:425.301s step_avg:362.58ms
step:1174/3125 train_time:425.661s step_avg:362.57ms
step:1175/3125 train_time:426.022s step_avg:362.57ms
step:1176/3125 train_time:426.396s step_avg:362.58ms
step:1177/3125 train_time:426.766s step_avg:362.59ms
step:1178/3125 train_time:427.137s step_avg:362.60ms
step:1179/3125 train_time:427.509s step_avg:362.60ms
step:1180/3125 train_time:427.869s step_avg:362.60ms
step:1181/3125 train_time:428.230s step_avg:362.60ms
step:1182/3125 train_time:428.589s step_avg:362.60ms
step:1183/3125 train_time:428.970s step_avg:362.61ms
step:1184/3125 train_time:429.341s step_avg:362.62ms
step:1185/3125 train_time:429.714s step_avg:362.63ms
step:1186/3125 train_time:430.086s step_avg:362.64ms
step:1187/3125 train_time:430.457s step_avg:362.64ms
step:1188/3125 train_time:430.829s step_avg:362.65ms
step:1189/3125 train_time:431.200s step_avg:362.66ms
step:1190/3125 train_time:431.557s step_avg:362.65ms
step:1191/3125 train_time:431.917s step_avg:362.65ms
step:1192/3125 train_time:432.278s step_avg:362.65ms
step:1193/3125 train_time:432.637s step_avg:362.65ms
step:1194/3125 train_time:433.000s step_avg:362.65ms
step:1195/3125 train_time:433.364s step_avg:362.65ms
step:1196/3125 train_time:433.732s step_avg:362.65ms
step:1197/3125 train_time:434.101s step_avg:362.66ms
step:1198/3125 train_time:434.461s step_avg:362.65ms
step:1199/3125 train_time:434.820s step_avg:362.65ms
step:1200/3125 train_time:435.181s step_avg:362.65ms
step:1201/3125 train_time:435.546s step_avg:362.65ms
step:1202/3125 train_time:435.906s step_avg:362.65ms
step:1203/3125 train_time:436.267s step_avg:362.65ms
step:1204/3125 train_time:436.625s step_avg:362.64ms
step:1205/3125 train_time:436.991s step_avg:362.65ms
step:1206/3125 train_time:437.349s step_avg:362.64ms
step:1207/3125 train_time:437.710s step_avg:362.64ms
step:1208/3125 train_time:438.071s step_avg:362.64ms
step:1209/3125 train_time:438.437s step_avg:362.64ms
step:1210/3125 train_time:438.809s step_avg:362.65ms
step:1211/3125 train_time:439.183s step_avg:362.66ms
step:1212/3125 train_time:439.542s step_avg:362.66ms
step:1213/3125 train_time:439.915s step_avg:362.67ms
step:1214/3125 train_time:440.294s step_avg:362.68ms
step:1215/3125 train_time:440.662s step_avg:362.68ms
step:1216/3125 train_time:441.038s step_avg:362.70ms
step:1217/3125 train_time:441.406s step_avg:362.70ms
step:1218/3125 train_time:441.767s step_avg:362.70ms
step:1219/3125 train_time:442.126s step_avg:362.70ms
step:1220/3125 train_time:442.486s step_avg:362.69ms
step:1221/3125 train_time:442.861s step_avg:362.70ms
step:1222/3125 train_time:443.232s step_avg:362.71ms
step:1223/3125 train_time:443.602s step_avg:362.72ms
step:1224/3125 train_time:443.974s step_avg:362.72ms
step:1225/3125 train_time:444.347s step_avg:362.73ms
step:1226/3125 train_time:444.722s step_avg:362.74ms
step:1227/3125 train_time:445.093s step_avg:362.75ms
step:1228/3125 train_time:445.464s step_avg:362.76ms
step:1229/3125 train_time:445.837s step_avg:362.76ms
step:1230/3125 train_time:446.214s step_avg:362.78ms
step:1231/3125 train_time:446.584s step_avg:362.78ms
step:1232/3125 train_time:446.957s step_avg:362.79ms
step:1233/3125 train_time:447.335s step_avg:362.80ms
step:1234/3125 train_time:447.696s step_avg:362.80ms
step:1235/3125 train_time:448.056s step_avg:362.80ms
step:1236/3125 train_time:448.417s step_avg:362.80ms
step:1237/3125 train_time:448.787s step_avg:362.80ms
step:1238/3125 train_time:449.164s step_avg:362.81ms
step:1239/3125 train_time:449.537s step_avg:362.82ms
step:1240/3125 train_time:449.908s step_avg:362.83ms
step:1241/3125 train_time:450.279s step_avg:362.84ms
step:1242/3125 train_time:450.650s step_avg:362.84ms
step:1243/3125 train_time:451.022s step_avg:362.85ms
step:1244/3125 train_time:451.396s step_avg:362.86ms
step:1245/3125 train_time:451.767s step_avg:362.87ms
step:1246/3125 train_time:452.140s step_avg:362.87ms
step:1247/3125 train_time:452.510s step_avg:362.88ms
step:1248/3125 train_time:452.882s step_avg:362.89ms
step:1249/3125 train_time:453.256s step_avg:362.90ms
step:1250/3125 train_time:453.627s step_avg:362.90ms
step:1250/3125 val_loss:3.61182 train_time:453.628s step_avg:367.66ms
step:1251/3125 train_time:454.006s step_avg:362.91ms
step:1252/3125 train_time:454.379s step_avg:362.92ms
step:1253/3125 train_time:454.748s step_avg:362.93ms
step:1254/3125 train_time:455.119s step_avg:362.93ms
step:1255/3125 train_time:455.479s step_avg:362.93ms
step:1256/3125 train_time:455.839s step_avg:362.93ms
step:1257/3125 train_time:456.211s step_avg:362.94ms
step:1258/3125 train_time:456.581s step_avg:362.94ms
step:1259/3125 train_time:456.955s step_avg:362.95ms
step:1260/3125 train_time:457.325s step_avg:362.96ms
step:1261/3125 train_time:457.697s step_avg:362.96ms
step:1262/3125 train_time:458.069s step_avg:362.97ms
step:1263/3125 train_time:458.429s step_avg:362.97ms
step:1264/3125 train_time:458.791s step_avg:362.97ms
step:1265/3125 train_time:459.149s step_avg:362.96ms
step:1266/3125 train_time:459.512s step_avg:362.96ms
step:1267/3125 train_time:459.872s step_avg:362.96ms
step:1268/3125 train_time:460.235s step_avg:362.96ms
step:1269/3125 train_time:460.594s step_avg:362.96ms
step:1270/3125 train_time:460.954s step_avg:362.96ms
step:1271/3125 train_time:461.325s step_avg:362.96ms
step:1272/3125 train_time:461.696s step_avg:362.97ms
step:1273/3125 train_time:462.070s step_avg:362.98ms
step:1274/3125 train_time:462.440s step_avg:362.98ms
step:1275/3125 train_time:462.801s step_avg:362.98ms
step:1276/3125 train_time:463.159s step_avg:362.98ms
step:1277/3125 train_time:463.521s step_avg:362.98ms
step:1278/3125 train_time:463.883s step_avg:362.98ms
step:1279/3125 train_time:464.243s step_avg:362.97ms
step:1280/3125 train_time:464.617s step_avg:362.98ms
step:1281/3125 train_time:464.974s step_avg:362.98ms
step:1282/3125 train_time:465.334s step_avg:362.97ms
step:1283/3125 train_time:465.694s step_avg:362.97ms
step:1284/3125 train_time:466.054s step_avg:362.97ms
step:1285/3125 train_time:466.415s step_avg:362.97ms
step:1286/3125 train_time:466.777s step_avg:362.97ms
step:1287/3125 train_time:467.152s step_avg:362.98ms
step:1288/3125 train_time:467.510s step_avg:362.97ms
step:1289/3125 train_time:467.872s step_avg:362.97ms
step:1290/3125 train_time:468.233s step_avg:362.97ms
step:1291/3125 train_time:468.604s step_avg:362.98ms
step:1292/3125 train_time:468.977s step_avg:362.99ms
step:1293/3125 train_time:469.337s step_avg:362.98ms
step:1294/3125 train_time:469.696s step_avg:362.98ms
step:1295/3125 train_time:470.058s step_avg:362.98ms
step:1296/3125 train_time:470.419s step_avg:362.98ms
step:1297/3125 train_time:470.790s step_avg:362.98ms
step:1298/3125 train_time:471.162s step_avg:362.99ms
step:1299/3125 train_time:471.534s step_avg:363.00ms
step:1300/3125 train_time:471.904s step_avg:363.00ms
step:1301/3125 train_time:472.275s step_avg:363.01ms
step:1302/3125 train_time:472.646s step_avg:363.02ms
step:1303/3125 train_time:473.019s step_avg:363.02ms
step:1304/3125 train_time:473.389s step_avg:363.03ms
step:1305/3125 train_time:473.760s step_avg:363.03ms
step:1306/3125 train_time:474.132s step_avg:363.04ms
step:1307/3125 train_time:474.502s step_avg:363.05ms
step:1308/3125 train_time:474.873s step_avg:363.05ms
step:1309/3125 train_time:475.244s step_avg:363.06ms
step:1310/3125 train_time:475.616s step_avg:363.07ms
step:1311/3125 train_time:475.977s step_avg:363.06ms
step:1312/3125 train_time:476.337s step_avg:363.06ms
step:1313/3125 train_time:476.699s step_avg:363.06ms
step:1314/3125 train_time:477.062s step_avg:363.06ms
step:1315/3125 train_time:477.420s step_avg:363.06ms
step:1316/3125 train_time:477.785s step_avg:363.06ms
step:1317/3125 train_time:478.147s step_avg:363.06ms
step:1318/3125 train_time:478.506s step_avg:363.05ms
step:1319/3125 train_time:478.864s step_avg:363.05ms
step:1320/3125 train_time:479.224s step_avg:363.05ms
step:1321/3125 train_time:479.584s step_avg:363.05ms
step:1322/3125 train_time:479.946s step_avg:363.05ms
step:1323/3125 train_time:480.318s step_avg:363.05ms
step:1324/3125 train_time:480.689s step_avg:363.06ms
step:1325/3125 train_time:481.060s step_avg:363.06ms
step:1326/3125 train_time:481.431s step_avg:363.07ms
step:1327/3125 train_time:481.802s step_avg:363.08ms
step:1328/3125 train_time:482.173s step_avg:363.08ms
step:1329/3125 train_time:482.544s step_avg:363.09ms
step:1330/3125 train_time:482.915s step_avg:363.09ms
step:1331/3125 train_time:483.329s step_avg:363.13ms
step:1332/3125 train_time:483.699s step_avg:363.14ms
step:1333/3125 train_time:484.074s step_avg:363.15ms
step:1334/3125 train_time:484.445s step_avg:363.15ms
step:1335/3125 train_time:484.813s step_avg:363.16ms
step:1336/3125 train_time:485.185s step_avg:363.16ms
step:1337/3125 train_time:485.556s step_avg:363.17ms
step:1338/3125 train_time:485.927s step_avg:363.17ms
step:1339/3125 train_time:486.298s step_avg:363.18ms
step:1340/3125 train_time:486.672s step_avg:363.19ms
step:1341/3125 train_time:487.044s step_avg:363.19ms
step:1342/3125 train_time:487.415s step_avg:363.20ms
step:1343/3125 train_time:487.787s step_avg:363.21ms
step:1344/3125 train_time:488.159s step_avg:363.21ms
step:1345/3125 train_time:488.517s step_avg:363.21ms
step:1346/3125 train_time:488.880s step_avg:363.21ms
step:1347/3125 train_time:489.254s step_avg:363.22ms
step:1348/3125 train_time:489.625s step_avg:363.22ms
step:1349/3125 train_time:489.997s step_avg:363.23ms
step:1350/3125 train_time:490.368s step_avg:363.24ms
step:1351/3125 train_time:490.738s step_avg:363.24ms
step:1352/3125 train_time:491.111s step_avg:363.25ms
step:1353/3125 train_time:491.482s step_avg:363.25ms
step:1354/3125 train_time:491.851s step_avg:363.26ms
step:1355/3125 train_time:492.221s step_avg:363.26ms
step:1356/3125 train_time:492.583s step_avg:363.26ms
step:1357/3125 train_time:492.945s step_avg:363.26ms
step:1358/3125 train_time:493.307s step_avg:363.26ms
step:1359/3125 train_time:493.666s step_avg:363.26ms
step:1360/3125 train_time:494.031s step_avg:363.26ms
step:1361/3125 train_time:494.394s step_avg:363.26ms
step:1362/3125 train_time:494.767s step_avg:363.27ms
step:1363/3125 train_time:495.139s step_avg:363.27ms
step:1364/3125 train_time:495.510s step_avg:363.28ms
step:1365/3125 train_time:495.870s step_avg:363.27ms
step:1366/3125 train_time:496.229s step_avg:363.27ms
step:1367/3125 train_time:496.590s step_avg:363.27ms
step:1368/3125 train_time:496.953s step_avg:363.27ms
step:1369/3125 train_time:497.313s step_avg:363.27ms
step:1370/3125 train_time:497.674s step_avg:363.27ms
step:1371/3125 train_time:498.046s step_avg:363.27ms
step:1372/3125 train_time:498.404s step_avg:363.27ms
step:1373/3125 train_time:498.772s step_avg:363.27ms
step:1374/3125 train_time:499.132s step_avg:363.27ms
step:1375/3125 train_time:499.504s step_avg:363.28ms
step:1375/3125 val_loss:3.57358 train_time:499.506s step_avg:367.03ms
step:1376/3125 train_time:499.881s step_avg:363.29ms
step:1377/3125 train_time:500.251s step_avg:363.29ms
step:1378/3125 train_time:500.616s step_avg:363.29ms
step:1379/3125 train_time:500.978s step_avg:363.29ms
step:1380/3125 train_time:501.351s step_avg:363.30ms
step:1381/3125 train_time:501.711s step_avg:363.30ms
step:1382/3125 train_time:502.072s step_avg:363.29ms
step:1383/3125 train_time:502.445s step_avg:363.30ms
step:1384/3125 train_time:502.816s step_avg:363.31ms
step:1385/3125 train_time:503.187s step_avg:363.31ms
step:1386/3125 train_time:503.560s step_avg:363.32ms
step:1387/3125 train_time:503.931s step_avg:363.32ms
step:1388/3125 train_time:504.301s step_avg:363.33ms
step:1389/3125 train_time:504.680s step_avg:363.34ms
step:1390/3125 train_time:505.039s step_avg:363.34ms
step:1391/3125 train_time:505.413s step_avg:363.34ms
step:1392/3125 train_time:505.783s step_avg:363.35ms
step:1393/3125 train_time:506.156s step_avg:363.36ms
step:1394/3125 train_time:506.528s step_avg:363.36ms
step:1395/3125 train_time:506.899s step_avg:363.37ms
step:1396/3125 train_time:507.266s step_avg:363.37ms
step:1397/3125 train_time:507.627s step_avg:363.37ms
step:1398/3125 train_time:507.989s step_avg:363.37ms
step:1399/3125 train_time:508.349s step_avg:363.37ms
step:1400/3125 train_time:508.707s step_avg:363.36ms
step:1401/3125 train_time:509.067s step_avg:363.36ms
step:1402/3125 train_time:509.430s step_avg:363.36ms
step:1403/3125 train_time:509.796s step_avg:363.36ms
step:1404/3125 train_time:510.158s step_avg:363.36ms
step:1405/3125 train_time:510.519s step_avg:363.36ms
step:1406/3125 train_time:510.877s step_avg:363.35ms
step:1407/3125 train_time:511.251s step_avg:363.36ms
step:1408/3125 train_time:511.623s step_avg:363.37ms
step:1409/3125 train_time:511.994s step_avg:363.37ms
step:1410/3125 train_time:512.372s step_avg:363.38ms
step:1411/3125 train_time:512.745s step_avg:363.39ms
step:1412/3125 train_time:513.117s step_avg:363.40ms
step:1413/3125 train_time:513.489s step_avg:363.40ms
step:1414/3125 train_time:513.860s step_avg:363.41ms
step:1415/3125 train_time:514.231s step_avg:363.41ms
step:1416/3125 train_time:514.590s step_avg:363.41ms
step:1417/3125 train_time:514.950s step_avg:363.41ms
step:1418/3125 train_time:515.330s step_avg:363.42ms
step:1419/3125 train_time:515.701s step_avg:363.43ms
step:1420/3125 train_time:516.073s step_avg:363.43ms
step:1421/3125 train_time:516.443s step_avg:363.44ms
step:1422/3125 train_time:516.815s step_avg:363.44ms
step:1423/3125 train_time:517.186s step_avg:363.45ms
step:1424/3125 train_time:517.557s step_avg:363.45ms
step:1425/3125 train_time:517.919s step_avg:363.45ms
step:1426/3125 train_time:518.281s step_avg:363.45ms
step:1427/3125 train_time:518.651s step_avg:363.46ms
step:1428/3125 train_time:519.024s step_avg:363.46ms
step:1429/3125 train_time:519.386s step_avg:363.46ms
step:1430/3125 train_time:519.750s step_avg:363.46ms
step:1431/3125 train_time:520.110s step_avg:363.46ms
step:1432/3125 train_time:520.471s step_avg:363.46ms
step:1433/3125 train_time:520.831s step_avg:363.46ms
step:1434/3125 train_time:521.193s step_avg:363.45ms
step:1435/3125 train_time:521.552s step_avg:363.45ms
step:1436/3125 train_time:521.910s step_avg:363.45ms
step:1437/3125 train_time:522.269s step_avg:363.44ms
step:1438/3125 train_time:522.630s step_avg:363.44ms
step:1439/3125 train_time:522.988s step_avg:363.44ms
step:1440/3125 train_time:523.347s step_avg:363.44ms
step:1441/3125 train_time:523.706s step_avg:363.43ms
step:1442/3125 train_time:524.069s step_avg:363.43ms
step:1443/3125 train_time:524.429s step_avg:363.43ms
step:1444/3125 train_time:524.787s step_avg:363.43ms
step:1445/3125 train_time:525.149s step_avg:363.42ms
step:1446/3125 train_time:525.510s step_avg:363.42ms
step:1447/3125 train_time:525.870s step_avg:363.42ms
step:1448/3125 train_time:526.231s step_avg:363.42ms
step:1449/3125 train_time:526.591s step_avg:363.42ms
step:1450/3125 train_time:526.950s step_avg:363.41ms
step:1451/3125 train_time:527.311s step_avg:363.41ms
step:1452/3125 train_time:527.674s step_avg:363.41ms
step:1453/3125 train_time:528.034s step_avg:363.41ms
step:1454/3125 train_time:528.409s step_avg:363.42ms
step:1455/3125 train_time:528.780s step_avg:363.42ms
step:1456/3125 train_time:529.150s step_avg:363.43ms
step:1457/3125 train_time:529.521s step_avg:363.43ms
step:1458/3125 train_time:529.896s step_avg:363.44ms
step:1459/3125 train_time:530.267s step_avg:363.45ms
step:1460/3125 train_time:530.636s step_avg:363.45ms
step:1461/3125 train_time:531.006s step_avg:363.45ms
step:1462/3125 train_time:531.376s step_avg:363.46ms
step:1463/3125 train_time:531.747s step_avg:363.46ms
step:1464/3125 train_time:532.121s step_avg:363.47ms
step:1465/3125 train_time:532.491s step_avg:363.48ms
step:1466/3125 train_time:532.855s step_avg:363.48ms
step:1467/3125 train_time:533.222s step_avg:363.48ms
step:1468/3125 train_time:533.586s step_avg:363.48ms
step:1469/3125 train_time:533.949s step_avg:363.48ms
step:1470/3125 train_time:534.312s step_avg:363.48ms
step:1471/3125 train_time:534.676s step_avg:363.48ms
step:1472/3125 train_time:535.039s step_avg:363.48ms
step:1473/3125 train_time:535.412s step_avg:363.48ms
step:1474/3125 train_time:535.783s step_avg:363.49ms
step:1475/3125 train_time:536.152s step_avg:363.49ms
step:1476/3125 train_time:536.523s step_avg:363.50ms
step:1477/3125 train_time:536.884s step_avg:363.50ms
step:1478/3125 train_time:537.246s step_avg:363.50ms
step:1479/3125 train_time:537.605s step_avg:363.49ms
step:1480/3125 train_time:537.968s step_avg:363.49ms
step:1481/3125 train_time:538.334s step_avg:363.49ms
step:1482/3125 train_time:538.704s step_avg:363.50ms
step:1483/3125 train_time:539.067s step_avg:363.50ms
step:1484/3125 train_time:539.428s step_avg:363.50ms
step:1485/3125 train_time:539.791s step_avg:363.50ms
step:1486/3125 train_time:540.152s step_avg:363.49ms
step:1487/3125 train_time:540.511s step_avg:363.49ms
step:1488/3125 train_time:540.872s step_avg:363.49ms
step:1489/3125 train_time:541.245s step_avg:363.50ms
step:1490/3125 train_time:541.605s step_avg:363.49ms
step:1491/3125 train_time:541.978s step_avg:363.50ms
step:1492/3125 train_time:542.358s step_avg:363.51ms
step:1493/3125 train_time:542.729s step_avg:363.52ms
step:1494/3125 train_time:543.103s step_avg:363.52ms
step:1495/3125 train_time:543.466s step_avg:363.52ms
step:1496/3125 train_time:543.825s step_avg:363.52ms
step:1497/3125 train_time:544.185s step_avg:363.52ms
step:1498/3125 train_time:544.559s step_avg:363.52ms
step:1499/3125 train_time:544.932s step_avg:363.53ms
step:1500/3125 train_time:545.304s step_avg:363.54ms
step:1500/3125 val_loss:3.53573 train_time:545.306s step_avg:366.40ms
step:1501/3125 train_time:545.683s step_avg:363.55ms
step:1502/3125 train_time:546.057s step_avg:363.55ms
step:1503/3125 train_time:546.430s step_avg:363.56ms
step:1504/3125 train_time:546.805s step_avg:363.57ms
step:1505/3125 train_time:547.177s step_avg:363.57ms
step:1506/3125 train_time:547.552s step_avg:363.58ms
step:1507/3125 train_time:547.923s step_avg:363.59ms
step:1508/3125 train_time:548.297s step_avg:363.59ms
step:1509/3125 train_time:548.671s step_avg:363.60ms
step:1510/3125 train_time:549.044s step_avg:363.61ms
step:1511/3125 train_time:549.416s step_avg:363.61ms
step:1512/3125 train_time:549.790s step_avg:363.62ms
step:1513/3125 train_time:550.164s step_avg:363.62ms
step:1514/3125 train_time:550.536s step_avg:363.63ms
step:1515/3125 train_time:550.912s step_avg:363.64ms
step:1516/3125 train_time:551.285s step_avg:363.64ms
step:1517/3125 train_time:551.661s step_avg:363.65ms
step:1518/3125 train_time:552.037s step_avg:363.66ms
step:1519/3125 train_time:552.411s step_avg:363.67ms
step:1520/3125 train_time:552.782s step_avg:363.67ms
step:1521/3125 train_time:553.198s step_avg:363.71ms
step:1522/3125 train_time:553.575s step_avg:363.72ms
step:1523/3125 train_time:553.944s step_avg:363.72ms
step:1524/3125 train_time:554.313s step_avg:363.72ms
step:1525/3125 train_time:554.684s step_avg:363.73ms
step:1526/3125 train_time:555.056s step_avg:363.73ms
step:1527/3125 train_time:555.425s step_avg:363.74ms
